Han_Ji,Chu_Im,Freq,Siann,Un, Tiau 
伭,hian5,,h,ian, 5 
伮,lonn5,,l,onn, 5 
伯,pa3,0.01 ,p,a, 3 
伯,pek4,,p,ek, 4 
估,koo2,,k,oo, 2 
伱,linn2,0.01 ,l,inn, 2 
伲,linn2,0.01 ,l,inn, 2 
伳,qi7,,q,i, 7 
伳,siat4,,s,iat, 4 
伴,phoan3,,ph,oan, 3 
伴,phoan7,,ph,oan, 7 
伶,leng5,,l,eng, 5 
伷,tiu7,,t,iu, 7 
伸,sin1,,s,in, 1 
伹,chi5,,ch,i, 5 
伺,su1,,s,u, 1 
伻,peng1,,p,eng, 1 
似,su7,,s,u, 7 
伽,khe1,,kh,e, 1 
伽,kia5,,k,ia, 5 
伾,phi1,,ph,i, 1 
伿,qi3,,q,i, 3 
伿,qia3,,q,ia, 3 
佀,su7,0.01 ,s,u, 7 
佁,chi3,,ch,i, 3 
佂,chheng1,,chh,eng, 1 
佃,tian5,,t,ian, 5 
佃,tian7,,t,ian, 7 
佄,ham1,0.01 ,h,am, 1 
佅,bainn7,,b,ainn, 7 
但,tan7,,t,an, 7 
佇,thi2,,th,i, 2 
佈,poo3,,p,oo, 3 
佉,khe1,,kh,e, 1 
佉,khi1,0.01 ,kh,i, 1 
佊,pi2,,p,i, 2 
佋,siau5,,s,iau, 5 
佋,siau7,,s,iau, 7 
位,qui7,,q,ui, 7 
低,te1,,t,e, 1 
住,chhi7,,chh,i, 7 
佐,chho3,,chh,o, 3 
佑,qiu2,,q,iu, 2 
佑,qiu7,,q,iu, 7 
佒,qiang3,,q,iang, 3 
体,pun7,,p,un, 7 
体,the2,0.01 ,th,e, 2 
佔,chhiam1,,chh,iam, 1 
佔,chhiam3,,chh,iam, 3 
佔,tiam1,0.10 ,t,iam, 1 
佔,tiam3,0.10 ,t,iam, 3 
何,ho5,,h,o, 5 
何,ho7,0.01 ,h,o, 7 
佖,pit8,,p,it, 8 
佗,qi5,0.01 ,q,i, 5 
佗,tho1,,th,o, 1 
佗,to5,,t,o, 5 
佘,sia5,,s,ia, 5 
余,qi5,,q,i, 5 
佚,qit8,,q,it, 8 
佚,tiat8,,t,iat, 8 
佛,hut4,,h,ut, 4 
佛,hut8,,h,ut, 8 
佛,pit8,0.01 ,p,it, 8 
作,chhok4,,chh,ok, 4 
佝,khoo3,,kh,oo, 3 
佞,leng7,,l,eng, 7 
佟,tong1,,t,ong, 1 
你,linn2,,l,inn, 2 
克,khek4,,kh,ek, 4 
兌,toe5,,t,oe, 5 
免,bian2,,b,ian, 2 
兎,thoo3,0.01 ,th,oo, 3 
児,ji5,0.01 ,j,i, 5 
兵,peng1,,p,eng, 1 
况,hong2,0.01 ,h,ong, 2 
况,hong3,,h,ong, 3 
冶,qia2,,q,ia, 2 
冷,leng2,,l,eng, 2 
冸,phoan3,,ph,oan, 3 
刡,bin2,,b,in, 2 
刣,chhiong1,,chh,iong, 1 
判,phoan3,,ph,oan, 3 
別,piat4,,p,iat, 4 
別,piat8,,p,iat, 8 
刧,kiap4,0.01 ,k,iap, 4 
刨,pau5,,p,au, 5 
利,li7,,l,i, 7 
刪,san1,,s,an, 1 
助,chhoo7,,chh,oo, 7 
努,lonn2,,l,onn, 2 
努,loo2,,l,oo, 2 
劫,kiap4,,k,iap, 4 
劬,khi1,,kh,i, 1 
劬,ki5,,k,i, 5 
劭,siau7,,s,iau, 7 
医,qi3,,q,i, 3 
卣,qiu2,,q,iu, 2 
卣,qiu5,,q,iu, 5 
即,chhek4,,chh,ek, 4 
却,khiak4,0.01 ,kh,iak, 4 
卵,loan2,,l,oan, 2 
厎,ti2,,t,i, 2 
叓,su7,0.01 ,s,u, 7 
吚,qi1,,q,i, 1 
君,kun1,,k,un, 1 
吝,lin7,,l,in, 7 
吞,thun1,,th,un, 1 
吟,gim5,,g,im, 5 
吠,hui7,,h,ui, 7 
吠,pui7,,p,ui, 7 
否,hoo2,,h,oo, 2 
否,phi2,,ph,i, 2 
吧,pa1,,p,a, 1 
吧,pha1,,ph,a, 1 
吨,tun5,,t,un, 5 
吩,hun2,,h,un, 2 
吩,phun3,,ph,un, 3 
吪,go5,0.01 ,g,o, 5 
含,ham5,,h,am, 5 
听,gin2,,g,in, 2 
听,gin5,,g,in, 5 
吭,khong3,,kh,ong, 3 
吮,qun2,,q,un, 2 
吳,goo5,,g,oo, 5 
吸,khip4,,kh,ip, 4 
吹,chui1,,ch,ui, 1 
吻,bun2,,b,un, 2 
吼,hoo2,,h,oo, 2 
吽,hong3,,h,ong, 3 
吾,goo5,,g,oo, 5 
呀,gia5,,g,ia, 5 
呁,kun2,,k,un, 2 
呂,li7,,l,i, 7 
呆,gai5,0.01 ,g,ai, 5 
呈,teng5,,t,eng, 5 
告,khok4,,kh,ok, 4 
告,ko3,,k,o, 3 
呌,kiau3,0.01 ,k,iau, 3 
囫,hut4,,h,ut, 4 
囬,bian7,0.01 ,b,ian, 7 
囮,boe5,,b,oe, 5 
困,khun3,,kh,un, 3 
圻,ki5,,k,i, 5 
圽,but8,,b,ut, 8 
址,chhi2,,chh,i, 2 
坂,hoan2,,h,oan, 2 
坂,poan2,,p,oan, 2 
坅,khim2,,kh,im, 2 
均,kin1,,k,in, 1 
坉,thun7,,th,un, 7 
坊,hong1,,h,ong, 1 
坋,hun2,,h,un, 2 
坌,hun2,0.01 ,h,un, 2 
坌,thun5,,th,un, 5 
坎,kham2,,kh,am, 2 
坏,phi1,0.01 ,ph,i, 1 
坏,phoe1,0.01 ,ph,oe, 1 
坐,chho7,,chh,o, 7 
坑,kheng1,,kh,eng, 1 
坔,lam3,,l,am, 3 
壯,chhong3,,chh,ong, 3 
声,kheng3,0.01 ,kh,eng, 3 
夾,kiap4,,k,iap, 4 
妊,jim5,0.01 ,j,im, 5 
妊,jim7,,j,im, 7 
妍,gian5,,g,ian, 5 
妒,too3,,t,oo, 3 
妓,ki5,,k,i, 5 
妓,ki7,,k,i, 7 
妖,qiau1,,q,iau, 1 
妗,kim7,,k,im, 7 
妙,biau7,,b,iau, 7 
妝,chhong1,,chh,ong, 1 
妣,pi2,,p,i, 2 
妤,qi5,,q,i, 5 
妥,tho2,,th,o, 2 
妧,goan2,,g,oan, 2 
妨,hong5,,h,ong, 5 
孚,hu1,,h,u, 1 
孛,put8,,p,ut, 8 
孜,chhu1,,chh,u, 1 
孝,hau3,,h,au, 3 
宋,song3,,s,ong, 3 
完,qoan5,,q,oan, 5 
宏,hong5,,h,ong, 5 
尨,bang5,,b,ang, 5 
尫,qong1,,q,ong, 1 
尬,kai3,,k,ai, 3 
尾,bi2,,b,i, 2 
尿,jiau7,,j,iau, 7 
局,kiok8,,k,iok, 8 
屁,phi3,,ph,i, 3 
岄,goat8,,g,oat, 8 
岉,but8,,b,ut, 8 
岌,gip8,,g,ip, 8 
岍,gian5,,g,ian, 5 
岐,ki5,,k,i, 5 
岑,gim5,,g,im, 5 
巡,sun5,,s,un, 5 
巫,bu5,,b,u, 5 
巵,chhi1,,chh,i, 1 
帊,pha3,,ph,a, 3 
帋,chhi2,0.01 ,chh,i, 2 
希,hi1,,h,i, 1 
庇,pi3,,p,i, 3 
床,chong5,,ch,ong, 5 
庍,pai3,,p,ai, 3 
庎,kai3,,k,ai, 3 
序,si7,,s,i, 7 
廷,teng5,,t,eng, 5 
弃,khi3,0.01 ,kh,i, 3 
弄,long7,,l,ong, 7 
弝,pa3,,p,a, 3 
弟,te7,,t,e, 7 
形,heng5,,h,eng, 5 
彤,tong5,,t,ong, 5 
彷,hong2,,h,ong, 2 
役,qek8,,q,ek, 8 
忌,ki7,,k,i, 7 
忍,jim2,,j,im, 2 
忍,lun2,,l,un, 2 
忐,tham2,,th,am, 2 
忑,thek4,,th,ek, 4 
忒,thek4,,th,ek, 4 
志,chhi3,,chh,i, 3 
忘,bong5,,b,ong, 5 
忡,chiong1,,ch,iong, 1 
忤,gonn2,,g,onn, 2 
快,khoai3,,kh,oai, 3 
忬,qi7,0.01 ,q,i, 7 
忭,pian7,,p,ian, 7 
忮,chhi3,,chh,i, 3 
忱,sim5,,s,im, 5 
忸,liok4,,l,iok, 4 
忺,hiam1,,h,iam, 1 
忻,him1,,h,im, 1 
忼,khong2,,kh,ong, 2 
我,gonn2,,g,onn, 2 
戒,kai3,,k,ai, 3 
扭,liu2,,l,iu, 2 
扮,pan7,,p,an, 7 
扱,chap4,,ch,ap, 4 
扳,phan1,,ph,an, 1 
扵,qi1,0.01 ,q,i, 1 
扶,hu5,,h,u, 5 
批,phe1,,ph,e, 1 
批,phi1,,ph,i, 1 
扼,qek4,,q,ek, 4 
扽,tun3,,t,un, 3 
找,chhau7,,chh,au, 7 
技,ki5,,k,i, 5 
技,ki7,,k,i, 7 
抄,chau1,0.01 ,ch,au, 1 
抆,bun2,,b,un, 2 
抉,koat4,,k,oat, 4 
把,pa3,,p,a, 3 
抌,tim3,,t,im, 3 
抑,qek4,,q,ek, 4 
抒,thi2,,th,i, 2 
抓,jiau2,,j,iau, 2 
抔,poo5,,p,oo, 5 
投,too5,,t,oo, 5 
抖,too2,,t,oo, 2 
抗,khong3,,kh,ong, 3 
折,chhiat4,,chh,iat, 4 
抛,phau1,0.01 ,ph,au, 1 
攸,qiu1,,q,iu, 1 
攸,qiu5,,q,iu, 5 
改,kai2,,k,ai, 2 
攻,kong1,,k,ong, 1 
旰,han7,,h,an, 7 
旱,han7,,h,an, 7 
旴,hi1,,h,i, 1 
更,keng1,,k,eng, 1 
更,keng3,,k,eng, 3 
杅,qi5,,q,i, 5 
杆,kan1,,k,an, 1 
杇,qu1,,q,u, 1 
杈,che1,,ch,e, 1 
杉,sam1,,s,am, 1 
杊,sun5,,s,un, 5 
杌,gut8,,g,ut, 8 
李,li2,,l,i, 2 
杏,heng7,,h,eng, 7 
材,chhai5,,chh,ai, 5 
村,chun1,,ch,un, 1 
杓,chhiak4,,chh,iak, 4 
杓,phiau1,,ph,iau, 1 
杔,thok4,,th,ok, 4 
杕,te7,,t,e, 7 
杖,tiang7,,t,iang, 7 
杙,qek8,,q,ek, 8 
杜,too7,,t,oo, 7 
杞,ki2,,k,i, 2 
束,sok4,,s,ok, 4 
杠,kang1,,k,ang, 1 
步,poo7,,p,oo, 7 
每,boe2,,b,oe, 2 
毐,qai2,,q,ai, 2 
求,kiu5,,k,iu, 5 
汞,hong7,,h,ong, 7 
汦,ti5,,t,i, 5 
汧,gian5,,g,ian, 5 
汩,kut8,,k,ut, 8 
汪,qong1,,q,ong, 1 
汭,joe7,,j,oe, 7 
汰,thai3,,th,ai, 3 
汲,khip4,,kh,ip, 4 
汳,pian7,0.01 ,p,ian, 7 
汴,pian7,,p,ian, 7 
汶,bun7,,b,un, 7 
決,koat4,,k,oat, 4 
汾,hun1,,h,un, 1 
汾,hun5,,h,un, 5 
沁,chim3,,ch,im, 3 
沂,ki5,,k,i, 5 
沃,qak4,,q,ak, 4 
沄,qin5,,q,in, 5 
沄,qun5,,q,un, 5 
沈,sim2,,s,im, 2 
沈,tim5,,t,im, 5 
沉,tiam5,,t,iam, 5 
沉,tim5,0.01 ,t,im, 5 
沌,tun7,,t,un, 7 
沍,hoo7,,h,oo, 7 
沐,bok8,,b,ok, 8 
沒,but8,,b,ut, 8 
沔,bian2,,b,ian, 2 
沕,bit8,,b,it, 8 
沖,chiong1,,ch,iong, 1 
沙,se1,,s,e, 1 
沙,so1,,s,o, 1 
沚,chhi2,,chh,i, 2 
沛,phai3,,ph,ai, 3 
沟,koo1,,k,oo, 1 
没,but8,,b,ut, 8 
灵,leng5,,l,eng, 5 
灶,chho3,0.01 ,chh,o, 3 
灸,kiu3,,k,iu, 3 
灺,chia2,,ch,ia, 2 
灼,chhiak4,,chh,iak, 4 
災,chhai1,,chh,ai, 1 
灾,chhai1,0.01 ,chh,ai, 1 
牡,boo2,,b,oo, 2 
牢,lo5,,l,o, 5 
牣,jim7,,j,im, 7 
狁,qun2,,q,un, 2 
狂,kong5,,k,ong, 5 
狂,kong7,,k,ong, 7 
狃,liu2,,l,iu, 2 
狄,tek8,,t,ek, 8 
玔,choan3,,ch,oan, 3 
玕,kan1,,k,an, 1 
玖,kiu2,,k,iu, 2 
玗,qi5,,q,i, 5 
甫,hu2,,h,u, 2 
甬,qiong2,,q,iong, 2 
男,lam5,,l,am, 5 
甸,tian7,,t,ian, 7 
甹,pheng1,,ph,eng, 1 
町,teng2,,t,eng, 2 
疔,teng1,,t,eng, 1 
疕,phi2,,ph,i, 2 
皁,chho7,0.01 ,chh,o, 7 
皂,chho7,,chh,o, 7 
皃,baunn7,0.01 ,b,aunn, 7 
矣,qi3,,q,i, 3 
礽,jiong5,,j,iong, 5 
禿,thut4,,th,ut, 4 
秀,siu3,,s,iu, 3 
私,su1,,s,u, 1 
究,kiu3,,k,iu, 3 
糺,kiu2,,k,iu, 2 
系,he7,,h,e, 7 
罕,han2,,h,an, 2 
肐,hit4,,h,it, 4 
肓,bong5,,b,ong, 5 
肖,siau3,,s,iau, 3 
肚,too7,,t,oo, 7 
肝,kan1,,k,an, 1 
肟,qu1,,q,u, 1 
育,qiok8,,q,iok, 8 
良,liang5,,l,iang, 5 
芃,hong5,,h,ong, 5 
芄,qoan5,,q,oan, 5 
芊,chian1,,ch,ian, 1 
芋,qi5,,q,i, 5 
芋,qi7,,q,i, 7 
芍,chhiak4,,chh,iak, 4 
芎,khiong1,,kh,iong, 1 
芑,khi2,,kh,i, 2 
芒,bong5,,b,ong, 5 
虬,khiu1,0.10 ,kh,iu, 1 
虬,kiu5,,k,iu, 5 
見,hian7,,h,ian, 7 
見,kian3,,k,ian, 3 
角,kak4,,k,ak, 4 
言,gan5,,g,an, 5 
谷,kok4,,k,ok, 4 
豆,too7,,t,oo, 7 
豕,si2,,s,i, 2 
豸,chhai7,,chh,ai, 7 
豸,ti2,,t,i, 2 
貝,poe3,,p,oe, 3 
赤,chek4,,ch,ek, 4 
走,chhoo2,,chh,oo, 2 
足,chhiok4,,chh,iok, 4 
足,chhu3,0.10 ,chh,u, 3 
身,sin1,,s,in, 1 
車,chia1,,ch,ia, 1 
車,ki1,,k,i, 1 
辛,sin1,,s,in, 1 
辰,sin5,,s,in, 5 
辵,chiak4,,ch,iak, 4 
迁,chian1,,ch,ian, 1 
迂,qu1,,q,u, 1 
迄,git4,,g,it, 4 
迅,sin3,,s,in, 3 
迆,qi2,,q,i, 2 
邑,qip4,,q,ip, 4 
邠,pin1,,p,in, 1 
邢,heng5,,h,eng, 5 
那,lann2,,l,ann, 2 
那,lann7,,l,ann, 7 
那,lonn5,,l,onn, 5 
那,lonn7,,l,onn, 7 
邦,pang1,,p,ang, 1 
邧,goan5,,g,oan, 5 
邨,chun1,0.01 ,ch,un, 1 
邪,qia5,0.01 ,q,ia, 5 
邪,sia5,,s,ia, 5 
酉,qiu2,,q,iu, 2 
里,li2,,l,i, 2 
阨,qek4,,q,ek, 4 
阪,hoan2,,h,oan, 2 
阪,poan2,,p,oan, 2 
阬,kheng1,,kh,eng, 1 
阮,goan2,,g,oan, 2 
阮,qoan2,,q,oan, 2 
防,hong5,,h,ong, 5 
𠀡,thian1,0.01 ,th,ian, 1 
𠂯,koai1,,k,oai, 1 
𠄨,heng5,0.01 ,h,eng, 5 
𠇘,chiok4,,ch,iok, 4 
𠑽,chiong1,0.01 ,ch,iong, 1 
𠛒,hoa1,,h,oa, 1 
𠯑,kok4,,k,ok, 4 
𠯗,chhap4,,chh,ap, 4 
𡉘,hai7,,h,ai, 7 
𡭞,chham1,,chh,am, 1 
𡭟,sa1,0.01 ,s,a, 1 
𡵜,giong7,,g,iong, 7 
𢎀,qek8,,q,ek, 8 
𢎁,bu2,0.01 ,b,u, 2 
𢎹,koat4,,k,oat, 4 
𢓋,gong7,,g,ong, 7 
𢗁,liam7,0.01 ,l,iam, 7 
𢪋,phong2,,ph,ong, 2 
𣄮,chhu7,,chh,u, 7 
𣦸,su2,0.01 ,s,u, 2 
𤿆,chheng2,,chh,eng, 2 
𥐚,phok4,,ph,ok, 4 
𦉬,teng1,,t,eng, 1 
𦘶,hun3,,h,un, 3 
𦥑,kiok4,,k,iok, 4 
㐨,si7,,s,i, 7 
㐭,lim2,0.01 ,l,im, 2 
㑉,sok4,,s,ok, 4 
㑊,qek8,,q,ek, 8 
㑋,khiong3,,kh,iong, 3 
㑌,qong1,0.01 ,q,ong, 1 
㑍,lui2,,l,ui, 2 
㑎,lo2,,l,o, 2 
㑏,thi2,0.01 ,th,i, 2 
㓤,khat4,,kh,at, 4 
㓤,khiat4,,kh,iat, 4 
㞐,ki1,0.01 ,k,i, 1 
㡺,tan3,,t,an, 3 
㣌,sam3,,s,am, 3 
㤓,pun7,,p,un, 7 
㤕,tut4,,t,ut, 4 
㤝,chiong1,,ch,iong, 1 
㧕,liu2,,l,iu, 2 
㩺,pit4,,p,it, 4 
㫄,pong5,0.01 ,p,ong, 5 
㭊,sek4,,s,ek, 4 
㰡,hai3,,h,ai, 3 
㹤,khiap4,0.01 ,kh,iap, 4 
㺲,liu2,,l,iu, 2 
䀔,jim7,,j,im, 7 
䄪,tiau2,,t,iau, 2 
䊵,kiu5,,k,iu, 5 
䒜,giunn5,,g,iunn, 5 
䒝,gaunn5,0.01 ,g,aunn, 5 
䒢,gong5,,g,ong, 5 
䘚,chhut4,0.01 ,chh,ut, 4 
並,peng7,,p,eng, 7 
丳,san2,,s,an, 2 
丽,le7,0.01 ,l,e, 7 
乖,koai1,,k,oai, 1 
乳,ji2,,j,i, 2 
乳,jinn2,,j,inn, 2 
事,su7,,s,u, 7 
些,sa1,,s,a, 1 
些,se3,,s,e, 3 
些,so1,,s,o, 1 
亝,chhai1,0.01 ,chh,ai, 1 
亝,chhe5,0.01 ,chh,e, 5 
亞,qa1,,q,a, 1 
亞,qa3,,q,a, 3 
亞,qok4,,q,ok, 4 
亞,qoo3,,q,oo, 3 
享,hiang1,,h,iang, 1 
享,hiang2,,h,iang, 2 
享,hiang3,,h,iang, 3 
京,keng1,,k,eng, 1 
佌,chu2,,ch,u, 2 
佩,poe7,,p,oe, 7 
佪,hoe5,,h,oe, 5 
佫,hok4,,h,ok, 4 
佫,kek8,,k,ek, 8 
佬,lau1,0.10 ,l,au, 1 
佬,liau5,0.10 ,l,iau, 5 
佮,kap4,,k,ap, 4 
佯,qiang5,,q,iang, 5 
佰,pek4,,p,ek, 4 
佱,hoat4,0.01 ,h,oat, 4 
佲,beng2,,b,eng, 2 
佳,ke1,,k,e, 1 
佴,ji7,,j,i, 7 
佴,lainn7,,l,ainn, 7 
併,peng2,,p,eng, 2 
併,peng3,,p,eng, 3 
併,peng7,,p,eng, 7 
佶,kit4,,k,it, 4 
佷,heng5,,h,eng, 5 
佷,hun2,,h,un, 2 
佸,hoat8,,h,oat, 8 
佸,koat4,,k,oat, 4 
佹,kui1,,k,ui, 1 
佹,kui2,,k,ui, 2 
佺,chhoan5,,chh,oan, 5 
佻,qiau5,,q,iau, 5 
佻,thiau1,,th,iau, 1 
佻,tiau5,,t,iau, 5 
佼,kau2,,k,au, 2 
佽,chu3,,ch,u, 3 
佾,qit8,,q,it, 8 
使,su2,,s,u, 2 
使,su3,,s,u, 3 
侀,heng5,0.01 ,h,eng, 5 
侁,sin1,,s,in, 1 
侂,thok4,,th,ok, 4 
侃,khan2,,kh,an, 2 
侄,chhit4,,chh,it, 4 
侅,kai1,,k,ai, 1 
來,lai5,,l,ai, 5 
來,lai7,0.01 ,l,ai, 7 
侇,qi5,,q,i, 5 
侈,chi2,,ch,i, 2 
侉,khoa1,0.01 ,kh,oa, 1 
侉,qo3,,q,o, 3 
侊,kong1,,k,ong, 1 
例,li7,,l,i, 7 
侌,qim1,0.01 ,q,im, 1 
侍,si7,,s,i, 7 
侎,bi2,0.01 ,b,i, 2 
侏,chhu1,,chh,u, 1 
侐,hi3,,h,i, 3 
侐,hok4,,h,ok, 4 
侑,qiu7,,q,iu, 7 
侒,qan1,,q,an, 1 
侓,lut8,,l,ut, 8 
侔,boo5,,b,oo, 5 
侕,ji5,,j,i, 5 
侖,lun5,,l,un, 5 
侗,thong2,,th,ong, 2 
侗,tong5,,t,ong, 5 
侘,cha3,,ch,a, 3 
侘,che1,,ch,e, 1 
侙,thek4,,th,ek, 4 
侚,sun5,,s,un, 5 
供,kiong1,,k,iong, 1 
供,kiong3,,k,iong, 3 
侜,chhiu1,,chh,iu, 1 
依,qi1,,q,i, 1 
依,qi2,,q,i, 2 
侞,ji5,,j,i, 5 
兒,ji5,,j,i, 5 
兔,thoo3,,th,oo, 3 
兕,su7,,s,u, 7 
兖,qian2,,q,ian, 2 
兩,liang2,,l,iang, 2 
兩,liang7,,l,iang, 7 
其,ki5,,k,i, 5 
具,ki7,,k,i, 7 
典,tian2,,t,ian, 2 
冐,bonn7,0.01 ,b,onn, 7 
冽,liat8,,l,iat, 8 
凭,pin5,0.01 ,p,in, 5 
凮,hong1,,h,ong, 1 
函,ham5,,h,am, 5 
凾,ham5,0.01 ,h,am, 5 
初,che1,,ch,e, 1 
刮,koat4,,k,oat, 4 
到,to3,,t,o, 3 
刱,chong3,0.01 ,ch,ong, 3 
刳,khoa1,,kh,oa, 1 
刴,to2,0.01 ,t,o, 2 
制,chhi3,,chh,i, 3 
刷,soat4,,s,oat, 4 
券,khoan3,,kh,oan, 3 
券,koan3,,k,oan, 3 
刺,chek4,,ch,ek, 4 
刺,chi3,,ch,i, 3 
刻,khek4,,kh,ek, 4 
剁,to2,,t,o, 2 
劵,koan7,0.01 ,k,oan, 7 
効,hau7,0.01 ,h,au, 7 
劾,hek8,,h,ek, 8 
匊,kiok4,,k,iok, 4 
匋,to5,,t,o, 5 
卑,pi1,,p,i, 1 
卒,chhut4,,chh,ut, 4 
卓,tok4,,t,ok, 4 
協,hiap8,,h,iap, 8 
单,tan1,0.01 ,t,an, 1 
卦,koa3,,k,oa, 3 
卧,go7,0.01 ,g,o, 7 
卷,koan2,,k,oan, 2 
卷,koan3,,k,oan, 3 
卸,sia3,,s,ia, 3 
卹,sut4,,s,ut, 4 
厓,gai5,,g,ai, 5 
厔,chhit4,,chh,it, 4 
叁,sam1,0.01 ,s,am, 1 
叔,siok4,,s,iok, 4 
取,chi2,,ch,i, 2 
取,chi3,0.01 ,ch,i, 3 
受,siu7,,s,iu, 7 
呠,phun2,,ph,un, 2 
呢,linn5,,l,inn, 5 
呦,qiu1,,q,iu, 1 
呧,ti2,,t,i, 2 
周,chhiu1,,chh,iu, 1 
呪,chhiu3,0.01 ,chh,iu, 3 
呱,qoa5,,q,oa, 5 
味,bi7,,b,i, 7 
呴,hi3,,h,i, 3 
呵,ho1,,h,o, 1 
呵,qo1,,q,o, 1 
呶,launn5,,l,aunn, 5 
呷,hap4,,h,ap, 4 
呸,phi1,,ph,i, 1 
呺,hiau1,,h,iau, 1 
呻,sin1,,s,in, 1 
呼,hoo1,,h,oo, 1 
命,ban7,0.01 ,b,an, 7 
命,beng7,,b,eng, 7 
呿,khe1,,kh,e, 1 
咀,chhoo2,,chh,oo, 2 
咀,chhoo3,,chh,oo, 3 
咄,tut4,,t,ut, 4 
咄,tut8,,t,ut, 8 
咆,pau5,,p,au, 5 
咈,hut4,,h,ut, 4 
和,ho5,,h,o, 5 
和,ho7,,h,o, 7 
咎,kiu7,,k,iu, 7 
咏,qeng7,0.01 ,q,eng, 7 
咐,hu3,,h,u, 3 
咐,hu5,,h,u, 5 
咒,chhiu3,,chh,iu, 3 
囷,khun1,,kh,un, 1 
囸,jit8,0.01 ,j,it, 8 
囹,leng5,,l,eng, 5 
固,koo3,,k,oo, 3 
坡,pho1,,ph,o, 1 
坢,phoan2,,ph,oan, 2 
坣,tong5,0.01 ,t,ong, 5 
坤,khun1,,kh,un, 1 
坦,than2,,th,an, 2 
坪,phoan2,,ph,oan, 2 
坫,tiam3,,t,iam, 3 
坯,phi1,,ph,i, 1 
坯,phoe1,,ph,oe, 1 
坰,keng1,,k,eng, 1 
坱,qong2,,q,ong, 2 
坱,qong3,,q,ong, 3 
坲,hut8,,h,ut, 8 
坳,qau1,,q,au, 1 
坵,khiu1,,kh,iu, 1 
坷,kho2,,kh,o, 2 
坻,ti5,,t,i, 5 
坼,chek4,,ch,ek, 4 
壳,khak4,0.01 ,kh,ak, 4 
夌,leng5,,l,eng, 5 
夜,qia7,,q,ia, 7 
奄,qiam1,,q,iam, 1 
奄,qiam2,,q,iam, 2 
奇,ki1,,k,i, 1 
奇,ki5,,k,i, 5 
奈,lainn7,,l,ainn, 7 
奉,hong7,,h,ong, 7 
奔,phun1,,ph,un, 1 
妬,sek8,,s,ek, 8 
妬,too3,0.01 ,t,oo, 3 
妮,linn5,,l,inn, 5 
妯,thiu1,,th,iu, 1 
妯,tiok8,,t,iok, 8 
妲,tat4,,t,at, 4 
妳,lainn2,0.01 ,l,ainn, 2 
妸,qo2,,q,o, 2 
妹,boenn3,,b,oenn, 3 
妺,boat8,,b,oat, 8 
妻,che1,,ch,e, 1 
妻,che3,0.10 ,ch,e, 3 
妾,chiap4,,ch,iap, 4 
姆,boo2,,b,oo, 2 
姊,chhi2,,chh,i, 2 
始,si2,,s,i, 2 
姍,san1,,s,an, 1 
姐,chhe2,,chh,e, 2 
姐,chhia2,,chh,ia, 2 
姑,koo1,,k,oo, 1 
姒,su7,,s,u, 7 
姓,seng3,,s,eng, 3 
委,qui2,,q,ui, 2 
孟,beng7,,b,eng, 7 
季,kui3,,k,ui, 3 
孤,koo1,,k,oo, 1 
宓,bit8,,b,it, 8 
宕,tong7,,t,ong, 7 
宗,chhong1,,chh,ong, 1 
官,koan1,,k,oan, 1 
宙,tiu7,,t,iu, 7 
定,teng7,,t,eng, 7 
宛,qoan2,,q,oan, 2 
宜,gi5,,g,i, 5 
尀,pho2,0.01 ,ph,o, 2 
尚,siang7,,s,iang, 7 
尩,qong1,0.01 ,q,ong, 1 
屄,pi1,,p,i, 1 
居,ki1,,k,i, 1 
屆,kai3,,k,ai, 3 
屈,khut4,,kh,ut, 4 
届,kai3,0.01 ,k,ai, 3 
岝,thek8,,th,ek, 8 
岞,thek8,0.01 ,th,ek, 8 
岡,kong1,,k,ong, 1 
岧,tiau5,,t,iau, 5 
岩,gam5,0.01 ,g,am, 5 
岩,giam5,0.01 ,g,iam, 5 
岪,hut8,,h,ut, 8 
岫,siu7,,s,iu, 7 
岬,kap4,,k,ap, 4 
岭,leng5,,l,eng, 5 
岱,tai7,,t,ai, 7 
岳,gak8,,g,ak, 8 
岵,hoo2,,h,oo, 2 
岶,phek4,,ph,ek, 4 
岷,bin5,,b,in, 5 
岸,gan7,,g,an, 7 
巶,chhiau1,0.01 ,chh,iau, 1 
帔,phi1,,ph,i, 1 
帕,pha3,,ph,a, 3 
帖,thiap4,,th,iap, 4 
帘,liam5,,l,iam, 5 
帚,chhiu2,,chh,iu, 2 
帛,pek8,,p,ek, 8 
幷,peng3,,p,eng, 3 
幸,heng7,,h,eng, 7 
底,ti2,,t,i, 2 
庖,pau5,,p,au, 5 
店,tiam3,,t,iam, 3 
庙,biau7,0.01 ,b,iau, 7 
庚,keng1,,k,eng, 1 
府,hu2,,h,u, 2 
庝,tong5,,t,ong, 5 
延,qian5,,q,ian, 5 
廸,tiok8,0.01 ,t,iok, 8 
弢,tho1,,th,o, 1 
弤,ti2,,t,i, 2 
弥,bi5,0.01 ,b,i, 5 
弦,hian5,,h,ian, 5 
弧,hoo5,,h,oo, 5 
弨,thiau1,,th,iau, 1 
弩,loo7,,l,oo, 7 
彼,pi2,,p,i, 2 
彿,hut4,,h,ut, 4 
往,qong2,,q,ong, 2 
征,chheng1,,chh,eng, 1 
徂,chhoo1,,chh,oo, 1 
徃,qong2,0.01 ,q,ong, 2 
忝,thiam2,,th,iam, 2 
